building_id,section_type,title,content,sort_order
21,culture,文化价值,"""陈家祠是岭南地区最具代表性的宗祠建筑，被誉为“岭南建筑艺术的明珠”。1988年被列为全国重点文物保护单位，现为广东民间工艺博物馆，收藏大量广东民间工艺品，是研究岭南文化和民间工艺的重要基地。陈家祠的建筑装饰反映了清末广州的商贸繁荣和民间艺术的兴盛，也是广府文化的重要象征。陈家祠与广州的海外贸易、华侨文化也有密切联系。每年都有大量游客和学者前来参观研究。陈家祠的装饰工艺，如木雕、砖雕、陶塑等，代表了岭南民间工艺的最高水平，是研究清代岭南艺术的重要实物。""",4
22,history,历史沿革,"""四川都江堰位于四川都江堰市，建于战国末期秦昭襄王时期（约公元前256年），由蜀郡守李冰父子主持修建。是世界上现存最古老的无坝引水水利工程，至今仍灌溉成都平原。历代不断维修，汉代设都水尉，宋代设提举，明清设水利同知。2000年被列为世界文化遗产（与青城山一起）。都江堰的建成，使成都平原成为“天府之国”，是中国古代水利工程的奇迹。李冰父子被后人尊为“川主”，建有二王庙祭祀。据《史记·河渠书》记载，李冰“凿离堆，辟沫水之害，穿二江成都之中”，即指都江堰。汉、唐、宋、元、明、清历代均有维修，并留下大量碑刻记载。1933年叠溪地震，都江堰受损，后修复。""",1
22,structure,结构成就,"""主要由鱼嘴分水堤、飞沙堰溢洪道、宝瓶口进水口三大主体工程组成。鱼嘴建在江心，将岷江分为内外江，内江引水灌溉，外江排洪。飞沙堰位于鱼嘴和宝瓶口之间，溢洪排沙，将多余水和泥沙排入外江。宝瓶口由人工开凿玉垒山而成，是内江进水口，宽20米，高40米，长80米，形似瓶颈，控制流量。三大工程相互配合，构成完善的引水、防洪、排沙体系。此外还有百丈堤、人字堤等辅助工程。渠首工程岁修遵循“深淘滩，低作堰”原则。鱼嘴用混凝土浇筑，但保持传统形制。飞沙堰仍用竹笼卵石堆叠。""",2
22,material,材料与工艺,"""早期采用竹笼、卵石筑堤，后逐步改为石砌。鱼嘴用大卵石砌筑，飞沙堰以竹笼卵石堆叠，宝瓶口由人工开凿玉垒山而成。历代不断维修，技术成熟。明代开始用铁桩固定鱼嘴，清代用条石砌筑。都江堰的管理制度完善，每年岁修，遵循“深淘滩，低作堰”的古训。现鱼嘴为混凝土浇筑，但保持传统形制。飞沙堰仍用竹笼卵石。宝瓶口两岸岩石上，有历代水文石刻。离堆公园内有李冰石像、堰工石像等出土文物。""",3
22,culture,文化价值,"""都江堰是世界文化遗产，中国古代水利工程的杰出代表，体现了“道法自然”的哲学思想和卓越的工程技术。它使成都平原成为“天府之国”，2000年被列入世界遗产名录。都江堰的无坝引水、自动分流、自动排沙等设计，至今仍是水利工程的典范。李冰父子被后人尊为“川主”，建有二王庙祭祀。都江堰与青城山一起，构成了自然与文化双重遗产。每年清明，都江堰会举行放水节，纪念李冰父子。都江堰的岁修制度，体现了中国古代科学的管理理念，对现代水利管理仍有借鉴意义。""",4
23,history,历史沿革,"""甘肃敦煌莫高窟位于甘肃敦煌市东南25公里鸣沙山东麓崖壁上，始建于前秦建元二年（366年），历经北朝、隋、唐、五代、西夏、元等朝代连续营建，现存洞窟735个，壁画4.5万平方米，彩塑2400余身。1900年藏经洞被发现，出土5万余件文献。1987年被列为世界文化遗产。莫高窟是世界上规模最大、内容最丰富的佛教艺术圣地，是丝绸之路上的璀璨明珠。莫高窟与云冈石窟、龙门石窟并称中国三大石窟。据唐《李克让重修莫高窟佛龛碑》记载，前秦建元二年（366年），沙门乐僔行至此山，忽见金光，状有千佛，遂开窟造像。此后法良禅师等继续开凿。北朝、隋、唐、五代、西夏、元均有开凿。明嘉靖年间，吐鲁番占据敦煌，莫高窟被废弃。清光绪二十六年（1900年），王道士发现藏经洞。""",1
23,structure,结构成就,"""洞窟分为禅窟、中心塔柱窟、殿堂窟等形制，木构窟檐和栈道连接各层。壁画内容丰富，有佛教故事、经变画、供养人像、装饰图案等，构成世界最大的佛教艺术宝库。彩塑有圆雕、浮雕、影塑，题材为佛、菩萨、弟子、天王等。最大佛像高35.5米（第96窟），最小仅2厘米。窟外原有木构殿阁，现存唐宋木构窟檐多处，如第196窟的唐代木构窟檐，是研究唐代建筑的珍贵实例。第16窟前的木构窟檐为宋代建筑。洞窟形制多样，北魏的中心塔柱窟、隋唐的殿堂窟、西夏的覆斗顶窟等，各具特色。""",2
23,material,材料与工艺,"""开凿于鸣沙山崖壁，岩体为砾岩，疏松不宜雕刻，故采用泥塑彩绘。洞窟内用草泥抹平，施白粉底，再以矿物颜料绘制壁画。彩塑多用木架扎草，外敷细泥，然后彩绘。部分窟檐为木结构，如第196窟的唐代木构窟檐，是研究唐代建筑的珍贵实例。颜料多为矿物，如朱砂、石青、石绿、赭石等，至今仍鲜艳。藏经洞文献包括佛经、四部书、社会文书等，涉及多种语言文字。壁画用色至今鲜艳，得益于矿物颜料和干燥气候。""",3
23,culture,文化价值,"""莫高窟是世界文化遗产，是丝绸之路上的艺术瑰宝，见证了中西文化交流。其壁画和彩塑具有极高的历史和艺术价值，1987年被列入世界遗产名录。藏经洞文献是研究古代历史、宗教、艺术的宝库。敦煌学已成为国际显学。莫高窟的壁画内容广泛，涉及佛教史、社会史、音乐史等，是中国古代文化的百科全书。莫高窟的飞天形象，已成为中国艺术的标志之一。每年有大量学者和游客前来参观研究。莫高窟的保护和研究工作持续进行，数字敦煌项目让洞窟艺术得以永久保存。""",4
24,history,历史沿革,"""北京明十三陵位于北京昌平天寿山麓，是明朝十三位皇帝的陵墓群。自永乐七年（1409年）建长陵始，至崇祯思陵止，历时230余年。陵区面积广阔，规划统一。2000年被列为世界文化遗产（明清皇家陵寝扩展项目），2003年又扩展入明孝陵、明显陵等。明十三陵是中国皇家陵寝建筑的集大成者，体现了明代的丧葬制度和风水观念。陵区共有13座帝陵，7座妃子墓，1座太监墓。明成祖朱棣迁都北京后，于永乐七年（1409年）开始在天寿山建造长陵，此后明朝历代皇帝均葬于此，唯景泰帝葬于北京西山。思陵为崇祯帝陵，清初以妃嫔墓改建。""",1
24,structure,结构成就,"""陵区共葬13位皇帝，各陵依山而建，布局相似，均以长陵为模本。神道共用，长7.3公里，依次排列石望柱、石兽12对、石翁仲6对。石兽有狮子、獬豸、骆驼、象、麒麟、马，均为两卧两立。石翁仲有武臣、文臣、勋臣。各陵由陵门、碑亭、祾恩门、祾恩殿、明楼、宝顶等组成。长陵祾恩殿面阔九间，重檐庑殿顶，内有32根金丝楠木巨柱，高14.3米，直径1.17米，为国内罕见。定陵地宫已发掘，为石结构拱券式，由前、中、后、左、右五殿组成，面积1195平方米。""",2
24,material,材料与工艺,"""祾恩殿为木结构，长陵祾恩殿用楠木大柱，金丝楠木巨材，为国内罕见。宝顶为圆形土丘，下为地宫，定陵地宫已发掘，为石结构拱券式，由前、中、后、左、右五殿组成，面积1195平方米。地宫石门用汉白玉雕成，出土文物3000余件，包括金冠、凤冠等。神道石刻用整块青石雕成，造型生动。明楼为砖砌，内立碑。各陵宝顶大小不一。思陵为崇祯帝陵，规模最小。地宫出土的金冠，用极细金丝编成，重826克，是明代工艺的杰作。""",3
24,culture,文化价值,"""明十三陵是世界文化遗产，中国皇家陵寝建筑的典范，体现了明代的丧葬制度和建筑艺术。2000年被列入世界遗产名录，是研究明代历史和建筑的重要实例。定陵的发掘为研究明代帝王生活提供了宝贵资料。十三陵的建筑规制和风水理念，集中体现了中国古代的宇宙观和等级观念。明十三陵与南京明孝陵、湖北明显陵等共同构成明清皇家陵寝世界遗产。每年都有大量游客前来参观，定陵地宫是热门景点。十三陵也是研究明代建筑、雕刻、绘画艺术的重要宝库。""",4
25,history,历史沿革,"""江苏扬州个园位于扬州广陵区东关街，始建于明代，原为“寿芝园”。清嘉庆二十三年（1818年），两淮盐商黄至筠购得，改建为私家园林，因园内遍植竹子，取“竹”字半边为名。1988年被列为全国重点文物保护单位，是扬州园林的代表作。个园是扬州盐商文化的产物，体现了清代盐商的富庶和审美。园主黄至筠为当时八大盐商之一，家财万贯。据《扬州画舫录》记载，寿芝园为明代所建，园中假山相传为叠石名家所堆。黄至筠购得后，大兴土木，延请名匠，建成个园。园内遍植竹子，有竹数十种，如斑竹、紫竹、方竹等。""",1
25,structure,结构成就,"""个园以四季假山闻名，分春、夏、秋、冬四景，用不同石料堆叠，配以植物，象征四季变化。春山以石笋象征，配以翠竹，寓意春意盎然。夏山用太湖石堆叠，云朵状，有洞壑、瀑布，池水清澈。秋山用黄石堆叠，色彩斑斓，有登道、亭台，可登高远眺。冬山用宣石（雪石）堆叠，洁白如雪，墙上开圆孔，风声呼啸，似寒冬。园内南部为住宅，三进，中路建筑有门楼、大厅、后楼。住宅装修精美，木雕繁复。秋山上有住秋阁，可俯瞰全园。""",2
25,material,材料与工艺,"""建筑为扬州传统风格，木结构，粉墙黛瓦。假山堆叠手法高超，结合了石料的色彩、纹理和形态。太湖石瘦、皱、漏、透，黄石棱角分明，宣石洁白。园内曲廊水榭，花木扶疏，四季景色各异。住宅木雕精美，有福禄寿喜等图案。铺地多用卵石、瓦片拼成图案。门窗洞造型多样。竹种繁多，有斑竹、紫竹、方竹等。园内“宜雨轩”为四面厅，是赏景佳处。夏山上有鹤亭，可小憩。冬山墙上有24个圆孔，风穿过时发出呼啸声，如寒风凛冽。""",3
25,culture,文化价值,"""个园是中国园林的杰出代表，以四季假山艺术独步天下。1988年被列为全国重点文物保护单位，其造园理念和叠石艺术对研究中国园林具有重要价值。个园体现了扬州盐商文化的繁荣，也是文人园林的典范。四季假山的设计，将时间概念融入空间，是中国园林艺术的独特创造。个园与北京颐和园、承德避暑山庄、苏州拙政园并称中国四大名园。园内“抱山楼”可同时观赏夏山和秋山，是园内主要建筑。个园的竹子品种繁多，竹文化内涵丰富。""",4
